feature_1,feature_2,target
-0.8831985770212567,0.9868481871493624,3
2.5402445542051417,-2.2455729620049967,2
1.028211130735771,-1.6333380021212358,2
-1.8745486816956194,-3.068416964655497,1
-4.03990271339196,-3.8252614374290594,1
-0.5441817948214864,-0.4758475399888684,1
2.7759334411290797,-2.2498538229870255,2
-1.5345166529953258,1.513920427095891,3
-1.2930148553578662,-1.1770615239769873,1
-1.2641700912022706,1.2582079792676941,3
-6.108020705338333,-5.3767177986910895,1
-0.6768616071056202,-0.5359005902025864,1
1.1526417033942402,1.570795404592438,4
-3.656079188402623,-3.4982754799518894,1
1.8532664420332479,-1.8510871489805514,2
-1.7706287947589936,-2.006607940853541,1
-2.3131015904204992,2.316915704575778,3
2.80488633000357,2.4719671639894107,4
-0.4458489754697854,-0.6276238549670625,1
-2.3833783261738066,2.3198821271485066,3
2.5487751435344377,2.3099288848053052,4
-1.4120743280708563,1.499156924349383,3
-2.0253316813470637,-1.5213363294070752,1
-1.398185083691172,1.4417768758121379,3
1.332019740121846,1.7062874361925915,4
-2.4073125553208476,-3.0450390109084218,1
1.3848009837119326,1.7275925130416296,4
-2.356877307974585,-2.449564376421615,1
-2.1367768081615157,-2.350577699499779,1
-1.8529649446776308,1.8515373050182078,3
-2.4587642281906024,-2.790396510844497,1
1.8113082063157062,1.918520855002279,4
2.19109010169064,2.085510445297236,4
-3.748346140952379,-3.5174817199771296,1
-2.962817419722425,-2.9250542333627974,1
2.932818509781297,-2.1136404327608744,2
-1.0001510633325341,0.9732435740891379,3
-1.8300058173423372,1.7613039584898347,3
-0.46244240317361784,-0.36509697626486015,1
-1.6168174355132243,1.614520294087457,3
-1.9454684413194852,1.966873448868395,3
3.7151352727069127,3.1470464053446054,4
-2.4378981238938917,-2.221608249664255,1
1.7277677970539678,2.029128228699223,4
-1.8676397360710604,1.931877871033263,3
-5.0605226360510605,-4.239943468752488,1
-3.2529378902102404,-2.600530753289825,1
-2.0893911679064354,-2.7774368809422345,1
-3.0535435832191404,-2.484682539000837,1
-0.08509688102921054,-0.47360391675802904,1
-0.9220268885532743,1.142646974666359,3
-3.111065915196243,-2.768727338835708,1
1.6972877212986823,-1.7317780230718487,2
-1.7226465785079812,1.7440375717902128,3
-1.445422125536642,1.5626918075985547,3
-2.7329050526866876,-3.0220186108500626,1
-2.1881389068832857,-2.09089468559988,1
-1.4142369785300333,1.5622664221075093,3
3.6294115069160213,2.952221286118606,4
1.0021869988094099,-1.7650746267392425,2
2.2368035936406416,-2.054467743010339,2
-2.9034589018760264,-2.5737645719883586,1
1.7835874252113602,-1.819816066367696,2
1.8279438048588794,-1.9188495428813863,2
2.1851340794806053,-1.984581304280539,2
-1.0827837255581594,-1.4351836062983878,1
3.202428379421356,-2.015214165362288,2
3.0180508939535633,-2.2462045189550426,2
-1.783136005290423,-1.6534345293807702,1
2.0526049507824466,2.043286751978105,4
3.406774882521894,2.7762071103127823,4
-1.5293563483347121,1.6375773915810505,3
-0.951522553101777,1.1993543084570526,3
-3.1742282318357127,-2.6569884474452876,1
2.7263861229848976,-2.142171350769189,2
2.2566340435912773,-2.2576601673901084,2
1.0360818264473441,1.0370854705400427,4
1.1015340129518862,-1.6625981692552048,2
1.5525360107687973,1.4334016802303724,4
-2.3230333259404845,2.2693880008163325,3
3.8871148532974438,-2.3111072926117426,2
2.0262765981074566,2.1801252526989763,4
0.32113776131437155,-1.21298082542104,2
-2.252057708465812,2.2590515559241604,3
-2.166272314551095,-2.4934292301769077,1
3.9772756151672732,-2.7888317655314765,2
-2.3955532777578954,2.3656219084853864,3
1.364988581841874,1.6342048549737933,4
2.446622480696265,2.650767578801622,4
-1.7932854789159114,1.9343311111601895,3
1.2123327783881435,1.583750830185197,4
-1.6241012335646579,-1.715781234685064,1
-1.6894126728960064,1.7250751242318603,3
2.581685975799224,1.940880474524047,4
1.685953687208897,-1.9872622675601292,2
-1.6941940535058468,-2.4086618753979483,1
1.8479539793453745,-1.4868312336665372,2
-1.8842314716969697,-2.14025829920222,1
2.158873698017925,-1.815859907384632,2
1.827281459328694,1.9450129274208392,4
-1.6635541485366359,-1.9440681834909666,1
-4.160615609798211,-3.1659677749807575,1
-2.265680989719913,2.2549267223372826,3
-2.297537798265149,2.201157051983565,3
3.303425013801076,-2.3089905153946524,2
-0.20713269718681904,-1.3985488257260486,2
2.431132297330293,-1.9381646676522444,2
-1.5296312788652204,1.5086327661781627,3
1.9620571761972898,-1.9372918003047268,2
-2.4298066039723136,2.3250190616569864,3
0.9636504992585049,1.4315275760816673,4
-2.933916828509024,-2.8573340949757378,1
2.2676715988637652,2.4505477319309192,4
1.726449260639364,-1.8537470767261905,2
-1.9950931875309974,1.9367070853770088,3
-2.587945046489216,-2.7993278164420117,1
-2.0898451626944756,-2.2487284673555368,1
-1.8035726855418748,1.9367569575451984,3
0.37024650755805766,-1.4587854628537478,2
1.7261350741088812,1.8400901423866063,4
-1.1559839043335276,1.1938787678349614,3
-1.408644472099456,1.5169295660597433,3
-2.5233432084865353,2.3838415417647623,3
-1.604473725830426,-1.3419091522059277,1
-3.299005694235092,3.1342341896072705,3
-1.9997071456095172,1.9419152912477184,3
3.067106227378365,-2.3961957409984467,2
1.0822924663367282,1.4677269855989143,4
0.6754281907892767,1.3708316199982105,4
-2.5096281409804875,-2.3314446692484077,1
3.2610369338676692,2.7805078804179533,4
-0.931165490942151,-0.7744824941902817,1
-1.8017266360536561,-2.6453156868466774,1
2.645713102214742,2.3209246737329083,4
1.2814172652880167,-1.8581056218768257,2
-1.434575885239099,1.4266567219391502,3
3.3407601044608355,-1.9701191681575738,2
-0.09289674204359955,-1.1035904550773503,2
2.2042380005027415,-2.2158518532980738,2
-4.077016679516328,-3.7284852251811302,1
2.66494449811527,2.287109245803318,4
-0.9228445051176697,-0.8087734440429324,1
-3.6302662637876155,3.337531925212673,3
1.1452623249412976,1.3651550609243102,4
-2.7136561232374117,2.671206873329272,3
-1.2143091258620804,1.241328270807541,3
1.7354203737840028,1.8189759847708775,4
-2.7252835708511336,-2.7955623405833396,1
-1.3019203394769931,1.4570721326868992,3
2.0409139978477855,2.3430374307800736,4
-2.040130721880795,-1.9471851741811617,1
1.2235768021791391,1.472073105339594,4
-2.8683379554766617,2.8477911578080444,3
-1.6120658411112891,1.7274967697081993,3
2.040998934386048,-1.9887702270977612,2
1.6547332486569308,2.308537454273366,4
-1.890128327503056,-1.5040000435772156,1
3.28737106916508,-2.3424765387414634,2
1.2380735506464204,-1.7889287370727713,2
-1.8418503570314775,1.9482399443195622,3
-1.6579653465169242,1.6909506753825276,3
-3.0252955588734913,-3.371159196568093,1
2.031452373613564,-1.7699014026924953,2
1.558299712545453,1.7215061657284494,4
-2.816720774976428,2.769272191386578,3
-0.07018388630055483,-1.933641793799066,2
2.3029247740826713,-1.8497984810310184,2
1.1398628546338507,1.4059227785627528,4
-2.737417873065761,2.6382629043453827,3
-3.793756283207209,-3.7288986188650632,1
-1.2675433974612202,-1.521684419584479,1
2.668071762331185,2.2793694023032285,4
1.0782436908053923,-1.6672626256535263,2
1.2105685208149928,-1.8543922366689551,2
-2.4718459269108153,-2.4657910483258,1
2.0258775654889023,1.7825590441372894,4
1.924368556401268,1.7199349127171009,4
-3.587251315889885,3.350493993064129,3
-1.417540685775725,1.5463058559250809,3
-1.1662731260764634,1.4265108852173363,3
1.9924182140731084,-1.6998749993257811,2
1.705242076725528,1.930581535342676,4
2.1750247801382496,2.111527956601596,4
4.286361173671839,3.542928184563862,4
2.0567356276889632,-2.1149503891816317,2
-1.7675243058468748,-1.6539212615035803,1
-1.5278358894434807,1.546972863308812,3
-1.0823916681405248,1.0762416946739028,3
-2.027627784747692,-2.5956161791204506,1
-0.578189744773113,0.7621959196024188,3
0.45770088344225157,-1.562916460111251,2
2.3248587639909273,2.249468115022721,4
2.494950452968819,-2.1541082333584614,2
-1.1591299184467951,-1.0097044075545396,1
2.206753389538789,2.041656998849546,4
-3.150755704269308,-2.8707848357767594,1
2.0889430159527422,2.3477871896015867,4
-1.888795660405455,1.7720261194581803,3
2.0028276981803264,2.395415324310639,4
2.759765737583284,2.8260522455376695,4
2.296185528809693,-1.948091899794063,2
3.135021383638537,-2.3874650838186326,2
-1.320673672066655,1.5339302670823765,3
-1.8790339370988836,-1.7640879655450532,1
1.9027568734888423,-1.8917419161422426,2
1.6840613314166306,-1.3606913650329944,2
-0.5002049138720235,0.7641304943191503,3
-2.900709189349233,-1.9541160043573258,1
1.1425148203864135,1.2987962482631448,4
-2.1753118682690555,2.1200675949862244,3
-4.28474181629379,-3.9662944863432843,1
3.1942332352985305,-2.493215441200209,2
2.1911867363077957,-1.7873907901656103,2
1.9315667875417486,1.970315560953442,4
-1.3053473330117225,-1.2094271879368748,1
2.7836910086813207,-2.3067453596463974,2
-2.233475524789685,-2.0812354708624623,1
2.2028840153916116,2.40739604200387,4
-1.4293351075205498,-1.4043806918461437,1
-2.0817790888059777,-1.929238767009714,1
2.155115067643306,-2.04547909366199,2
0.11291455518682358,-0.7904805876869105,1
-0.6317720301687708,-0.9833601783211621,1
-2.6319137666555585,2.6047210230065883,3
1.471888402835513,2.3053126833131636,4
-2.1935846347947727,-1.9056768052877158,1
3.1448230372361525,-2.224380160727514,2
-4.331456077516138,-4.2738799957095175,1
-3.2723665828593025,-3.2564000491743856,1
-2.504964561205357,-2.2646859645305986,1
2.447046372215705,1.8576166536664125,4
2.2785297754872262,-2.1277293060504627,2
-2.0756326039424713,2.1700511115464254,3
-1.4567536287216365,1.4966604131278818,3
0.40985697630443374,-1.3805035352073078,2
2.9099478121901283,-2.564473070539557,2
-3.086881533862919,-2.112595577053275,1
-2.3412758345356837,2.334384987971334,3
-2.04350125099972,2.094288036156546,3
-2.282833713449682,2.1265989027728165,3
2.949274846646143,-2.0441256409105066,2
1.8921390283386386,-2.1959221800191626,2
-1.5004099095625607,1.6185521176767983,3
2.2124445038836393,2.1828024855899737,4
-1.857460090576265,1.84886852769843,3
4.0950324755265495,-2.702470915401818,2
-1.2030248722671226,1.2651805269947247,3
-1.6550232723868676,1.7393442723190262,3
-3.7500994334552655,-3.5358417359995835,1
-2.556592309063617,-2.899400691334672,1
-2.2689705874138664,2.2378230312754583,3
-3.2787366197927437,3.1915871855618927,3
-2.5010792499675993,-1.5562680991188635,1
1.3592189101235341,-2.002017106210092,2
-0.9648584498094439,-0.939281157536711,1
1.7700535436432039,1.6280334351024863,4
2.6601954370576686,2.342620491437147,4
-2.4920702622144013,-2.7406299271495835,1
2.349881968032878,2.1941280221077286,4
-1.2531314051438165,-1.5085158140394712,1
-2.1169725926571235,2.2057747577991518,3
4.234697788320469,-2.973877825487015,2
-2.1097516237333616,2.152162444519272,3
-1.9661494622757596,2.0719011136939827,3
2.393478278775192,-2.112369786587506,2
2.6128088182400333,2.2853105847817687,4
-3.328788990123157,3.076664350112226,3
3.013174205522725,2.788941701293441,4
-2.4899753474307933,2.644874961614991,3
-0.34122008388788094,-1.282878118827014,2
-1.9715728248696172,-1.7804878032282523,1
2.5646540986203084,-2.0929823260303095,2
0.26722074436978827,-1.6290130260680231,2
-1.564839374178448,1.5379515661169405,3
2.6778183376255624,-2.201911419971752,2
3.24754989069981,-2.279752427979097,2
1.3663140538769465,-1.6726349400557174,2
-1.5458813432308531,1.6571399109401357,3
-1.0467987092001354,1.246362364938525,3
0.6090299459115176,-0.4339635939590549,1
2.398502753143223,1.8922651057016697,4
1.1683394000561163,1.608616824688805,4
-2.4941687340078715,-2.0799735940003274,1
-2.0819996837758414,1.9583514842777208,3
-2.831864781305545,2.63304586049472,3
-2.2529950603367905,2.2996083872260065,3
-2.535188500742438,2.4131591147185105,3
-2.064371024079329,1.9986504619456709,3
-2.427088415477751,-2.0322164351365375,1
2.2748369805034643,-2.195770200970745,2
1.818194810572837,1.902727412422184,4
2.5842019834800296,2.5110804568403187,4
-3.3686126130535676,-3.1606300056550483,1
-2.9090848604889743,2.734212440335452,3
-1.8463793900162204,-1.9440322209178094,1
2.568740054752509,-1.9579510095929948,2
-0.5011148366852483,-0.6064932764949256,1
1.8382518879272642,2.2796797052638786,4
5.160712049863436,-3.059089152087112,2
1.2655532892214376,-1.7683424088485062,2
2.078271648747634,2.1101555901222873,4
2.3412355564277574,-1.790475852209751,2
2.0707842988582597,-1.9669941411756446,2
-1.4881683311461544,-2.522491733363496,1
-2.5639912273289465,2.563491338918764,3
-2.4128302485764075,2.3542648713675707,3
-3.4050705834761654,3.25586507984045,3
1.9712502167555652,1.8050700992138151,4
1.232563262058433,-1.9570557236786028,2
0.5984778365390726,1.0854675794925424,4
-1.139525788286516,1.2559849397847858,3
0.700759946564578,1.5921011317006777,4
1.7858162149363823,-2.075707901846905,2
2.2414921551777893,1.8241922961446397,4
-1.832815499602191,1.9317307343111079,3
2.3451263734157557,-2.2425818773547155,2
1.5323250343564025,-1.950059694256713,2
1.7072694252678982,-1.9763711456611113,2
2.6057018014252415,-2.5945019599343415,2
-3.5702658654536563,-3.037575615056137,1
2.6133039526649675,2.5583785554460183,4
2.500866770962044,-2.134768495011739,2
-1.5359503436559965,1.6573102153217407,3
-1.5796381752019337,-1.2494872872438934,1
-1.641467135052535,-2.2459834756119856,1
2.6672465485847052,-2.4078665518688656,2
2.7449252206541566,2.677960193256549,4
-2.0223104201573587,1.918824803501614,3
-0.9745880364484663,-1.6283310844409367,1
-2.1209006471652176,2.1400917770175507,3
1.9124420907626192,1.5385405602432962,4
-1.6568016663685035,1.6629237822500889,3
-2.2816223018575945,2.0808759680130926,3
1.6063208023784465,1.7250933870861318,4
-2.6091309859533487,2.6156239775911088,3
1.7933752007605492,1.672841831408512,4
0.08626991564277064,0.06965868325746838,1
-2.8498711283755647,2.8019580005549365,3
-2.605937270243711,2.5869384921714698,3
-1.519314552878633,-1.8574128972714932,1
-1.4958934472276024,1.519179612246282,3
2.360331540436827,-2.3651477056646435,2
2.4182805152986804,1.8582736596611586,4
2.78460589137685,2.764764688736813,4
0.41092388004529523,-1.2012921369788998,2
0.4932785575125156,-1.60892300113882,2
-1.3785884034491858,-1.1124835897839889,1
-2.965877117637538,2.881433635760747,3
1.8655408534460918,2.0674184647443714,4
1.7061079425528172,-2.029780371229584,2
2.293653732556246,2.019427701289604,4
2.0315761024037573,2.1000538126763546,4
-1.2368484885672384,1.3117144063491852,3
-2.021743278713507,2.024087938817117,3
1.374988669269942,-1.8683054771366951,2
-1.3658609733183678,-1.3630184031710422,1
1.8312710971599688,1.8449144534380952,4
-3.2213137150620677,-2.252490245663553,1
1.8153235159217092,1.7269154635819055,4
2.905741690785219,-2.490425087475912,2
3.231335567102083,-2.2195616413357238,2
0.45827338038292953,1.1410002587902404,4
3.2471916085203425,-2.4821371191258934,2
1.644972702509008,1.8982230477680457,4
1.1463834873488175,1.0892569070244327,4
3.086740401892336,2.636484111777122,4
-1.3071698328987056,1.327019651801773,3
-1.5843892146054364,1.595210541751715,3
-0.9327164561196737,1.1033630967696575,3
-2.4445458743591995,-2.5049250370940768,1
-2.49333298968999,2.513531653427373,3
2.1954542321136854,2.303451652207867,4
0.5171170130500815,0.8938704628173575,4
-1.4502937953126875,-1.3729242811059539,1
-1.533034193102519,-1.5229102715552263,1
3.458969482236686,2.8562512184686906,4
-0.33596622312124214,-0.467717131264332,1
-3.133623422808329,-2.6353521749694124,1
1.220686199200753,1.61508383155586,4
1.2595606111548605,0.8779951782969566,1
2.286868355140757,1.8650348707479258,4
-1.7132630829026543,1.8231578256639822,3
2.3746104148720693,-1.4105986756015865,2
-1.7378091454979707,-1.595798574220613,1
3.155121097601975,-2.5279568997163144,2
-1.1141438567844304,1.2837012296572716,3
-1.6650974471750535,-1.8212450235719762,1
-2.2455035842262734,2.1630112035563904,3
3.7442995941684627,-2.4394396168285,2
2.3290343675704843,-2.1855294358499298,2
2.812464763842675,2.680322532559748,4
-1.7161897902294738,1.763883632324231,3
-1.0187364212878367,1.260085555713036,3
-2.3346752696795274,2.3101597188034524,3
2.758472259875001,-2.1329374259670737,2
2.226210547699772,2.6014976262754126,4
-2.7086018182114486,2.623581789074405,3
-0.7147453199444749,-0.9230327412334063,1
-2.3038440020141153,-2.358933406280251,1
2.7169754971988107,2.4364255593444906,4
-1.5015069161435282,-1.731094375732649,1
-1.0435907230413268,1.0806354656259058,3
-2.2703054858213583,-2.0224269167687616,1
-0.584296157835454,0.7679756481637776,3
2.2806065870627785,-2.0230939000602315,2
2.7966435688015436,-2.3231844138494333,2
0.2781371914601998,-1.6070328749959,2
1.3352549846512063,-1.9070399513291187,2
3.92592957722636,3.1445418939106693,4
2.9341363003266703,2.5614524029846644,4
-0.313054850104328,0.5435463719293314,3
-1.1586625427278774,1.2329995976772103,3
-1.8411709432782628,-2.1405689161701607,1
2.462242432893827,-2.371287158370497,2
-2.60376422009339,-2.3998477592030247,1
-2.0919627796575906,-2.1894735387729813,1
0.9646299465483077,-1.9632509032978043,2
1.0761993432189838,-1.4232920966234097,2
2.4976246688547334,-2.3950501370134925,2
-2.8251835501290503,-2.3526391648735343,1
1.8799088762529437,1.99817564928244,4
-0.6530581740419104,-1.262593020703426,1
2.6252697996104297,-2.3778325365537496,2
-1.8231604189619395,-1.9907829631386431,1
-3.1179105191543997,2.93236236811557,3
-1.0927689275668375,-1.270710669981388,1
2.4623381882005693,2.77474426873913,4
1.0662247348718077,1.4330566331093109,4
2.140359876769878,1.8506306318469994,4
-2.405038848786664,2.4418896273483317,3
2.2470198546882045,-2.421520819216756,2
1.859662812772974,-2.047580990208131,2
2.325351827583286,2.2872967681482317,4
2.3472151941836303,2.0578377274464312,4
2.6001662405749473,-2.1172844398654305,2
3.164974718013911,-2.240772672877466,2
2.241950132817209,-2.1745596315426434,2
1.6534006006887738,1.5392477095976402,4
3.0604706033783486,-2.565895926907368,2
2.600864220672341,-1.9029178753669036,2
-3.1551041885593767,2.9314215014188107,3
-0.6449533577485203,0.950789189201827,3
-2.751537838094228,-2.4529021039163794,1
-0.9230885600869694,-0.7511304929653371,1
-1.0571869607414508,-1.0067060904806713,1
-1.5043366480925828,1.4462953760997,3
0.7944205671378699,-1.2817119541562176,2
1.0695000123009084,1.6890536204300872,4
1.2161654840684712,1.7768456979644986,4
3.04931279878766,-2.318276999654788,2
-2.457909521858893,-2.4906233855625577,1
1.7477925271680348,1.9699438144410368,4
0.4611574312397544,-1.4237392007098801,2
-2.409915076378082,-1.9341394474476807,1
3.5208432568768746,-2.3558927940591317,2
-2.613498200620358,2.513605163038351,3
2.2422357327398257,2.181364238676435,4
2.7020447261411094,2.4097609942112057,4
-2.8504765710879547,-3.9236390587615038,1
-1.9595121662918924,1.9744835615534395,3
-1.3652976799873566,1.5534776465636666,3
-2.7781885938413775,2.751726681612017,3
1.5163022901044725,-1.8972478247830487,2
-2.2924822456294853,2.2629470633163593,3
0.6480033544157995,-1.6307599363442848,2
-1.504790766596213,1.5912793887731667,3
-2.740280521591926,2.630497533700997,3
-2.015164029029773,2.0814305402115787,3
-1.3962150547763086,1.4761104368906315,3
4.004933272094482,3.2889985939667667,4
4.212826164181706,-2.580904571874191,2
2.7292634353124554,-2.2192354845954174,2
1.0499956809090927,1.8513138420598383,4
-1.8806811155877465,-1.707035555922518,1
3.3595775771757967,2.9373869720519634,4
2.1934559070392528,-1.9646875983705605,2
-0.5434125182112373,-1.4357091404783793,1
2.9795486155014492,2.524983815769505,4
-1.8960174661246927,1.8193648705560648,3
-2.842133713105631,-2.6969669716365594,1
3.0225952906200613,-2.3877288568951935,2
-0.5051558678976789,-1.1516214210578786,1
-2.3535682117499244,2.188597992518721,3
-3.884982191375844,3.6621515569383294,3
-2.368349575776865,-2.5181822037039376,1
-0.6090259388795343,-0.8426354950892057,1
0.774744818020388,-1.549668015439631,2
-3.2516499660828075,-3.404054884208392,1
-2.19262280647214,-2.315722595844918,1
-3.6460955116611395,-2.934964324286625,1
-1.6056097112751,1.6809198839487673,3
0.6510438900852358,1.278401298680823,4
1.4703348877378897,1.497171095667995,4
1.492744356258429,-1.6795540892186311,2
2.6780639756874605,-2.4947584228327355,2
2.9648469746025867,-2.6890599376274005,2
-2.301117187071408,2.1709080341108247,3
-5.186134539929039,-4.53020795917373,1
-2.1476273354250703,2.0790052340435694,3
-1.0336576234488337,1.2485248515952554,3
-2.5089310476429447,-2.763850098986194,1
1.2111641448776025,1.1691514824615687,4
-1.5194649158495555,1.6435327314420203,3
-1.8589522315588765,1.8309223682198101,3
1.2810770073509308,-1.566317833124939,2
-2.048016045510835,2.1433604054177233,3
-2.4131394195572953,2.441736507620669,3
2.737318720945808,2.4141494134791137,4
-0.7926032050854921,-1.8904423265599448,1
1.8765019359342159,1.7234034567453835,4
-1.5408672835437995,-2.0258148244807908,1
-1.7681678709264828,1.7865225116891728,3
-3.6121833746521768,-2.7292415697349295,1
-2.068755089539646,2.0928999189020385,3
-0.9834645700900939,1.0631066114322798,3
-1.6395559615657875,1.5919049024809262,3
1.4260941076815143,1.9925033340783196,4
-2.566356520859382,2.4740584314041456,3
1.4202439579155155,-1.9429290799223862,2
-2.0408638280364,2.0142758950233715,3
-1.7017628615360678,-1.956334272667091,1
0.6296524328202795,-1.509243050492667,2
2.4700958567043743,2.3272330852466023,4
1.453189301685631,-2.125219092191244,2
1.547611952189189,1.9014062546151738,4
-0.17275304811379044,-1.2424940224277625,2
-3.773109977270451,-3.597939857730216,1
-1.9148533300552806,1.8855935998036113,3
1.1144108231171508,-1.9628661707952548,2
1.3614173486138692,-2.0176666712810563,2
1.135312468211509,1.3866119726562331,4
0.6212040523875617,1.045545240990816,4
-1.4343257108370429,-1.074585102686604,1
1.5592936367918564,1.7241327143454077,4
-4.852216253042691,-4.269276027787335,1
2.721361769713952,-2.245857333782766,2
-0.9548751016244774,1.0153546140405885,3
3.2893875501577168,2.816261882634326,4
-2.8126576202210383,2.737905719935381,3
2.406155757392273,-2.1893697249530546,2
-3.164714501390508,-2.943470729062901,1
1.8365924500440625,1.7697110323051606,4
2.4322162455839016,1.9541035888834035,4
-2.356090293132704,2.3422819356681277,3
-2.309800509602668,2.2450286681071763,3
2.38623563727443,1.8522358156303769,4
-2.275657983362376,-2.1097492569892977,1
-1.5456961194583547,-1.954712329232373,1
-3.762381510735117,3.5827404684401416,3
-2.0387136806462647,1.9450782526431138,3
-1.391014707083305,-1.910273818497313,1
1.0150731372719592,-1.6666415303715838,2
-2.164197971836856,2.2065192344496265,3
1.6767791106741576,1.7487986405929399,4
-1.7216708593933336,-2.106154663263611,1
0.9055651981286295,1.3299944982134773,4
-2.7713181124553077,-1.823112240294623,1
1.9272176678426831,-1.7135672624938654,2
-3.206302127587905,-2.640176067119184,1
-1.4313161770772487,-1.4747230478684903,1
-1.859807185541723,-2.0275587522774665,1
3.5889468241646023,2.8596642305442703,4
-1.9846027938759436,1.8943622439625991,3
-0.41674051784767463,-1.0769067137020358,1
-2.2579180542103683,2.2433719146142552,3
2.4571611287510344,-2.1108104771898297,2
-0.8572570880004762,1.0500377497881201,3
2.211048068364142,-1.8968349020346837,2
-3.372528171313709,3.250278929316539,3
-1.4066126812213038,1.4810242209646673,3
-2.2734407543745125,2.177135791296686,3
-1.750868954029812,-1.8874781635433973,1
-0.11225413717075838,0.723522329406026,4
2.094908096647468,-2.0344890205460326,2
-1.2327186232297507,1.3127831204285039,3
-2.1762032280145918,2.060261796685498,3
-3.3686841229425677,-2.667505612602021,1
1.2839862078605417,-1.7431690422336108,2
-2.056572311125047,2.0456895190506783,3
-2.3736125416234137,2.352733194182191,3
2.9998681199513406,-2.0882566236819673,2
